Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN
SRIC3.PA,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF,"0,15%",Distribution,Réplication complète,LU2008760592
SLXX.L,iShares Core GBP Corporate Bond UCITS ETF,"0,20%",Distribution,Échantillonnage,IE00B00FV011
IH2O.L,iShares Global Water UCITS ETF,"0,65%",Distribution,Réplication complète,IE00B1TXK627
XDEQ.DE,Xtrackers MSCI World Quality UCITS ETF 1C 1C,"0,25%",Capitalisation,Réplication complète,IE00BL25JL35
EMXC.L,Amundi MSCI Emerging Ex China UCITS ETF Acc,"0,15%",Capitalisation,Basée sur swap non financé,LU2009202107
IE000O5FBC47.SG,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,"0,07%",Capitalisation,Réplication complète,IE000O5FBC47
EMBE.L,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),"0,50%",Distribution,Échantillonnage,IE00B9M6RS56
IEFV.L,iShares Edge MSCI Europe Value Factor UCITS ETF,"0,25%",Capitalisation,Échantillonnage optimisé,IE00BQN1K901
USESG.MI,UBS MSCI USA Selection UCITS ETF USD acc,"0,10%",Capitalisation,Réplication complète,IE00063GNWK1
DTLA.L,iShares USD Treasury Bond 20+yr UCITS ETF USD (Acc),"0,07%",Capitalisation,Échantillonnage,IE00BFM6TC58
PJS1.DE,PIMCO Euro Short Maturity UCITS ETF Dist,"0,19%",Distribution,Échantillonnage,IE00B5ZR2157
SW2CHB.SW,UBS MSCI Switzerland 20/35 UCITS ETF CHF acc,"0,20%",Capitalisation,Réplication complète,LU0977261329
MTA.PA,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU1650487413
CSUS.SW,iShares MSCI USA UCITS ETF (Acc),"0,07%",Capitalisation,Réplication complète,IE00B52SFT06
IS0R.DE,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),"0,50%",Distribution,Échantillonnage,IE00B4PY7Y77
AGGG.L,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),"0,10%",Distribution,Échantillonnage,IE00B3F81409
PRIJ.L,Amundi Prime Japan UCITS ETF DR (D),"0,05%",Distribution,Réplication complète,LU1931974775
VMID.L,Vanguard FTSE 250 UCITS ETF Distributing,"0,10%",Distribution,Réplication complète,IE00BKX55Q28
CBE3.L,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),"0,15%",Capitalisation,Échantillonnage,IE00B3VTMJ91
WEBH.DE,Amundi MSCI USA UCITS ETF Acc,"0,03%",Capitalisation,Réplication complète,IE000FSN19U2
JE00B1VS3333.SG,WisdomTree Physical Silver,"0,49%",Capitalisation,Physiquement garanti,JE00B1VS3333
IUQA.L,iShares Edge MSCI USA Quality Factor UCITS ETF,"0,20%",Capitalisation,Réplication complète,IE00BD1F4L37
EDM6.DE,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Acc),"0,12%",Capitalisation,Échantillonnage optimisé,IE00BHZPJ783
INRG.L,iShares Global Clean Energy Transition UCITS ETF USD (Dist),"0,65%",Distribution,Réplication complète,IE00B1XNHC34
VNRA.L,Vanguard FTSE North America UCITS ETF (USD) Accumulating,"0,10%",Capitalisation,Réplication complète,IE00BK5BQW10
IMBA.L,iShares US Mortgage Backed Securities UCITS ETF (Acc),"0,28%",Capitalisation,Échantillonnage,IE00BYXYYN70
PABW.DE,Amundi MSCI World Climate Paris Aligned UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,IE000CL68Z69
CNYAN.MX,iShares MSCI China A UCITS ETF,"0,40%",Capitalisation,Réplication complète,IE00BQT3WG13
GEMU.PA,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF (Acc),"0,15%",Capitalisation,Réplication complète,LU2244387457
IUVL.L,iShares Edge MSCI USA Value Factor UCITS ETF,"0,20%",Capitalisation,Réplication complète,IE00BD1F4M44
EMMUSA.SW,UBS Core MSCI EM UCITS ETF USD dis,"0,15%",Distribution,Échantillonnage optimisé,LU0480132876
IUHC.L,iShares S&P 500 Health Care Sector UCITS ETF (Acc),"0,15%",Capitalisation,Réplication complète,IE00B43HR379
ISP6.L,iShares S&P SmallCap 600 UCITS ETF,"0,30%",Distribution,Échantillonnage optimisé,IE00B2QWCY14
C001.DE,Amundi DAX UCITS ETF Dist,"0,08%",Distribution,Réplication complète,LU2611732046
0E4H.IL,BNP Paribas Easy MSCI Japan Min TE UCITS ETF,"0,16%",Capitalisation,Réplication complète,LU1291102447
ISPHF,iShares Physical Silver ETC,"0,20%",Capitalisation,Physiquement garanti,IE00B4NCWG09
VGDFF,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,"0,05%",Capitalisation,Réplication complète,IE00BLRPPV00
VAGS.L,Vanguard Global Aggregate Bond UCITS ETF GBP Hedged Accumulating,"0,08%",Capitalisation,Échantillonnage,IE00BG47K971
USAUSW.SW,UBS Core MSCI USA UCITS ETF USD acc,"0,06%",Capitalisation,Réplication complète,IE00BD4TXS21
MTB.PA,Amundi Euro Government Bond 3-5Y UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU1650488494
LYY0.DE,Amundi MSCI All Country World UCITS ETF EUR Acc,"0,45%",Capitalisation,Basée sur swap non financé,LU1829220216
XD5E.L,Xtrackers MSCI EMU UCITS ETF 1D,"0,12%",Distribution,Réplication complète,LU0846194776
GB00BLD4ZL17.SG,CoinShares Physical Bitcoin,"0,25%",Capitalisation,Physiquement garanti,GB00BLD4ZL17
SEAG.L,iShares EUR Aggregate Bond ESG SRI UCITS ETF EUR (Dist),"0,16%",Distribution,Échantillonnage,IE00B3DKXQ41
DEAM.DE,Invesco MDAX UCITS ETF A,"0,19%",Capitalisation,Échantillonnage optimisé,IE00BHJYDV33
JEPQ.L,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (dist),"0,35%",Distribution,Réplication complète,IE000U9J8HX9
ESGWO.MI,Amundi MSCI World ESG Leaders UCITS ETF Acc,"0,18%",Capitalisation,Réplication complète,IE00016PSX47
GDX.L,VanEck Gold Miners UCITS ETF,"0,53%",Capitalisation,Réplication complète,IE00BQQP9F84
JEST.MI,JPMorgan EUR Ultra-Short Income UCITS ETF - EUR (Acc),"0,18%",Capitalisation,Réplication complète,IE00BD9MMF62
CSUSS.MI,iShares MSCI USA Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),"0,43%",Capitalisation,Échantillonnage optimisé,IE00B3VWM098
VWCG.DE,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,"0,10%",Capitalisation,Réplication complète,IE00BK5BQX27
I50D.AS,iShares S&P 500 Swap UCITS ETF USD (Dist),"0,05%",Distribution,Basée sur swap non financé,IE000D3BWBR2
BNK.PA,Amundi STOXX Europe 600 Banks UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834983477
IE000RHYOR04.SG,iShares EUR Ultrashort Bond UCITS ETF EUR (Acc),"0,09%",Capitalisation,Échantillonnage,IE000RHYOR04
EXVM.DE,iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE),"0,13%",Distribution,Échantillonnage,DE000A0Q4RZ9
IBTE.L,iShares USD Treasury Bond 1-3yr UCITS ETF EUR Hedged (Acc),"0,10%",Capitalisation,Échantillonnage,IE00BDFK1573
EUSRI.PA,Amundi MSCI Europe SRI Climate Paris Aligned UCITS ETF DR (C),"0,18%",Capitalisation,Réplication complète,LU1861137484
IE000COQKPO9.SG,Invesco Nasdaq-100 ESG UCITS ETF Acc,"0,25%",Capitalisation,Réplication complète,IE000COQKPO9
IE000716YHJ7.SG,Invesco FTSE All-World UCITS ETF Acc,"0,15%",Capitalisation,Échantillonnage optimisé,IE000716YHJ7
CORP.L,iShares Global Corporate Bond UCITS ETF,"0,20%",Distribution,Échantillonnage,IE00B7J7TB45
IE000HFXP0D2.SG,JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF USD (dist),"0,25%",Distribution,Réplication complète,IE000HFXP0D2
XZE5.L,Xtrackers II EUR Corporate Bond Short Duration SRI PAB UCITS ETF 1C 1C,"0,16%",Capitalisation,Échantillonnage optimisé,LU2178481649
CG1.PA,Amundi ETF DAX UCITS ETF DR,"0,10%",Capitalisation,Réplication complète,FR0010655712
GILS.L,Amundi UK Government Bond UCITS ETF Dist,"0,05%",Distribution,Échantillonnage,LU1407892592
WAT.PA,Amundi MSCI Water UCITS ETF Dist,"0,60%",Distribution,Réplication complète,FR0010527275
SPESG.MI,UBS S&P 500 Scored & Screened UCITS ETF USD acc,"0,10%",Capitalisation,Réplication complète,IE00BHXMHL11
MSRUSA.SW,UBS MSCI EM Socially Responsible UCITS ETF USD dis,"0,24%",Distribution,Échantillonnage optimisé,LU1048313891
SP5H.PA,Amundi S&P 500 II UCITS ETF EUR Hedged Dist,"0,07%",Distribution,Basée sur swap non financé,LU0959211243
XAD1.DE,Xtrackers Physical Gold EUR Hedged ETC,"0,59%",Capitalisation,Physiquement garanti,DE000A1EK0G3
WSRUS.SW,UBS MSCI World Socially Responsible UCITS ETF USD acc,"0,22%",Capitalisation,Réplication complète,LU0950674332
INFR.L,iShares Global Infrastructure UCITS ETF USD (Dist),"0,65%",Distribution,Réplication complète,IE00B1FZS467
IBCI.L,iShares Euro Inflation Linked Government Bond UCITS ETF,"0,09%",Capitalisation,Échantillonnage,IE00B0M62X26
XDEM.DE,Xtrackers MSCI World Momentum UCITS ETF 1C,"0,25%",Capitalisation,Réplication complète,IE00BL25JP72
JPEA.L,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Acc),"0,45%",Capitalisation,Échantillonnage,IE00BYXYYK40
VAGF.MI,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Accumulating,"0,08%",Capitalisation,Échantillonnage,IE00BG47KH54
AEGE.DE,iShares Global Aggregate Bond ESG ​SRI UCITS ETF EUR Hedged (Acc),"0,10%",Capitalisation,Échantillonnage,IE000APK27S2
NQSE.DE,iShares Nasdaq 100 UCITS ETF EUR Hedged Acc,"0,33%",Capitalisation,Réplication complète,IE00BYVQ9F29
JREM.L,JPMorgan Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),"0,39%",Capitalisation,Réplication complète,IE00BF4G6Z54
EXX1.DE,iShares EURO STOXX Banks 30-15 UCITS ETF (DE),"0,52%",Distribution,Réplication complète,DE0006289309
IGSG.L,iShares Dow Jones Global Leaders Screened UCITS ETF USD (Acc),"0,60%",Capitalisation,Réplication complète,IE00B57X3V84
ERNA.L,iShares USD Ultrashort Bond UCITS ETF USD (Acc),"0,09%",Capitalisation,Échantillonnage,IE00BGCSB447
UB06.L,UBS Core MSCI EMU UCITS ETF EUR dis,"0,12%",Distribution,Réplication complète,LU0147308422
EMSRI.PA,Amundi MSCI Emerging Markets SRI Climate Paris Aligned UCITS ETF DR (C),"0,25%",Capitalisation,Réplication complète,LU1861138961
SGAJ.DE,iShares MSCI Japan Screened UCITS ETF USD (Acc),"0,15%",Capitalisation,Échantillonnage optimisé,IE00BFNM3L97
MTD.PA,Amundi Euro Government Bond 7-10Y UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU1287023185
IE00BMFKG444.SG,Xtrackers Nasdaq 100 UCITS ETF 1C,"0,20%",Capitalisation,Réplication complète,IE00BMFKG444
ANX.PA,Amundi Nasdaq 100 UCITS ETF EUR (C),"0,23%",Capitalisation,Basée sur swap non financé,LU1681038243
IE00BDZZTM54.SG,iShares MSCI World SRI UCITS ETF USD (Dist),"0,20%",Distribution,Réplication complète,IE00BDZZTM54
XZEU.DE,Xtrackers MSCI Europe ESG UCITS ETF 1C,"0,20%",Capitalisation,Réplication complète,IE00BFMNHK08
LOCK.L,iShares Digital Security UCITS ETF USD (Acc),"0,40%",Capitalisation,Échantillonnage optimisé,IE00BG0J4C88
SRIC5.PA,BNP Paribas Easy EUR Corporate Bond SRI PAB 3-5Y UCITS ETF,"0,15%",Distribution,Réplication complète,LU2008761053
XDJP.DE,Xtrackers Nikkei 225 UCITS ETF 1D,"0,09%",Distribution,Réplication complète,LU0839027447
GOVA.MI,SPDR Bloomberg Euro Government Bond UCITS ETF (Acc),"0,07%",Capitalisation,Échantillonnage,IE00BMYHQM42
AGBP.L,iShares Core Global Aggregate Bond UCITS ETF GBP Hedged (Dist),"0,10%",Distribution,Échantillonnage,IE00BF540Y54
EGOV.PA,Amundi Euro Government Bond UCITS ETF Acc,"0,09%",Capitalisation,Échantillonnage,LU1437018598
MUSA.PA,iShares MSCI USA Swap UCITS ETF USD (Acc),"0,05%",Capitalisation,Basée sur swap non financé,IE0002W8NB38
XHYA.DE,Xtrackers EUR High Yield Corporate Bond UCITS ETF 1C,"0,20%",Capitalisation,Échantillonnage,LU1109943388
SDIG.L,iShares USD Short Duration Corporate Bond UCITS ETF (Dist),"0,20%",Distribution,Échantillonnage,IE00BCRY5Y77
VETY.L,Vanguard EUR Eurozone Government Bond UCITS ETF Distributing,"0,07%",Distribution,Échantillonnage,IE00BZ163H91
SPXE.MI,SPDR S&P 500 EUR Hedged UCITS ETF,"0,05%",Capitalisation,Réplication complète,IE00BYYW2V44
SLMA.DE,iShares MSCI EMU Screened UCITS ETF EUR (Acc),"0,12%",Capitalisation,Échantillonnage optimisé,IE00BFNM3B99
ZPRI.DE,SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF,"0,40%",Distribution,Échantillonnage optimisé,IE00BQWJFQ70
ETFGLO.MI,Amundi Prime Global UCITS ETF Dist,"0,05%",Distribution,Réplication complète,IE000QIF5N15
HIGH.L,iShares EUR High Yield Corporate Bond UCITS ETF EUR (Acc),"0,50%",Capitalisation,Échantillonnage,IE00BF3N7094
CSINDU.SW,iShares Dow Jones Industrial Average UCITS ETF (Acc),"0,33%",Capitalisation,Réplication complète,IE00B53L4350
HYUS.L,iShares Broad USD High Yield Corporate Bond UCITS ETF USD (Dist),"0,20%",Distribution,Échantillonnage optimisé,IE00BG0J4957
XLKS.L,Invesco US Technology Sector UCITS ETF,"0,14%",Capitalisation,Basée sur swap non financé,IE00B3VSSL01
CMU.PA,Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (C),"0,25%",Capitalisation,Réplication complète,LU1602144575
WGLD.L,WisdomTree Core Physical Gold,"0,12%",Capitalisation,Physiquement garanti,JE00BN2CJ301
HPRD.L,HSBC FTSE EPRA NAREIT Developed UCITS ETF USD,"0,24%",Distribution,Réplication complète,IE00B5L01S80
XUFN.L,Xtrackers MSCI USA Financials UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BCHWNT26
WDSC.L,SPDR MSCI World Small Cap UCITS ETF,"0,45%",Capitalisation,Échantillonnage optimisé,IE00BCBJG560
XCHA.L,Xtrackers CSI 300 Swap UCITS ETF 1C,"0,50%",Capitalisation,Basée sur swap non financé,LU0779800910
IE00BG370F43.SG,Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C,"0,25%",Capitalisation,Échantillonnage optimisé,IE00BG370F43
VDTA.L,Vanguard USD Treasury Bond UCITS ETF Accumulating,"0,05%",Capitalisation,Échantillonnage,IE00BGYWFS63
EUDV.L,SPDR S&P Euro Dividend Aristocrats UCITS ETF (Dist),"0,30%",Distribution,Réplication complète,IE00B5M1WJ87
G500.L,Invesco S&P 500 UCITS ETF GBP Hedged Acc,"0,05%",Capitalisation,Basée sur swap non financé,IE00BKX8G916
WRDEUA.MI,UBS MSCI World UCITS ETF USD dis,"0,30%",Distribution,Réplication complète,LU0340285161
IWLE.DE,iShares Core MSCI World UCITS ETF EUR Hedged (Dist),"0,30%",Distribution,Échantillonnage optimisé,IE00BKBF6H24
HWWD.L,HSBC Multi-Factor Worldwide Equity UCITS ETF USD,"0,25%",Distribution,Réplication complète,IE00BKZGB098
IPRV.L,iShares Listed Private Equity UCITS ETF USD (Dist),"0,75%",Distribution,Réplication complète,IE00B1TXHL60
EBBB.PA,Amundi EUR Corporate Bond 1-5Y ESG UCITS ETF DR,"0,20%",Capitalisation,Échantillonnage,LU1525418643
IBGM.L,iShares Euro Government Bond 7-10yr UCITS ETF EUR (Dist),"0,15%",Distribution,Échantillonnage,IE00B1FZS806
IE00BHZRQZ17.SG,Franklin FTSE India UCITS ETF,"0,19%",Capitalisation,Réplication complète,IE00BHZRQZ17
SDUS.L,iShares MSCI USA Screened UCITS ETF USD (Dist),"0,07%",Distribution,Réplication complète,IE00BFNM3H51
LWCR.PA,Amundi MSCI World ESG Broad Transition UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,IE0001GSQ2O9
DE000A27Z304.SG,Bitwise Physical Bitcoin ETP,"2,00%",Capitalisation,Physiquement garanti,DE000A27Z304
LYY7.DE,Amundi DAX III UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU0252633754
GB00BJYDH287.SG,WisdomTree Physical Bitcoin,"0,15%",Capitalisation,Physiquement garanti,GB00BJYDH287
SYBM.DE,SPDR Bloomberg Emerging Markets Local Bond UCITS ETF,"0,55%",Distribution,Échantillonnage,IE00B4613386
ANAV.DE,AXA IM NASDAQ 100 UCITS ETF USD Acc,"0,14%",Capitalisation,Réplication complète,IE000QDFFK00
EMCA.L,iShares J.P. Morgan USD Emerging Markets Corp Bond UCITS ETF USD (Acc),"0,50%",Capitalisation,Échantillonnage,IE00BFM6TD65
EMSA.L,iShares J.P. Morgan Advanced USD EM Bond UCITS ETF USD (Acc),"0,45%",Capitalisation,Échantillonnage,IE00BF553838
EMPA.AS,iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR (Acc),"0,15%",Capitalisation,Réplication complète,IE00BL6K8D99
ICOM.L,iShares Diversified Commodity Swap UCITS ETF,"0,19%",Capitalisation,Basée sur swap non financé,IE00BDFL4P12
IE00BNRQM384.SG,Invesco Nasdaq-100 Swap UCITS ETF Acc,"0,20%",Capitalisation,Basée sur swap non financé,IE00BNRQM384
H50E.L,HSBC EURO STOXX 50 UCITS ETF EUR,"0,05%",Distribution,Réplication complète,IE00B4K6B022
EDMJ.DE,iShares MSCI Japan ESG Enhanced CTB UCITS ETF USD (Acc),"0,15%",Capitalisation,Échantillonnage optimisé,IE00BHZPJ452
SRIC.PA,BNP Paribas Easy EUR Corporate Bond SRI PAB UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU1859444769
WSRIA.MI,UBS MSCI World Socially Responsible UCITS ETF USD acc,"0,19%",Capitalisation,Réplication complète,IE00BK72HJ67
IB28.DE,iShares iBonds Dec 2028 Term EUR Corporate UCITS ETF EUR (Dist),"0,12%",Distribution,Échantillonnage,IE000264WWY0
XS2115336336.SG,HANetf The Royal Mint Responsibly Sourced Physical Gold ETC,"0,22%",Capitalisation,Physiquement garanti,XS2115336336
AFRN.PA,Amundi Floating Rate Euro Corporate ESG UCITS ETF EUR (C),"0,18%",Capitalisation,Échantillonnage,LU1681041114
GTSB.DE,Amundi Global Treasury Bond UCITS ETF USD Hedged Acc,"0,12%",Capitalisation,Échantillonnage,LU2924149862
GLDV.L,SPDR S&P Global Dividend Aristocrats UCITS ETF,"0,45%",Distribution,Réplication complète,IE00B9CQXS71
IE00BH4G7D40.SG,iShares USD Corporate Bond ESG SRI UCITS ETF EUR Hedged (Dist),"0,17%",Distribution,Échantillonnage,IE00BH4G7D40
VAPX.L,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF Distributing,"0,15%",Distribution,Réplication complète,IE00B9F5YL18
IE000L2TO2T2.SG,iShares EUR Corporate Bond ESG SRI UCITS ETF EUR (Acc),"0,14%",Capitalisation,Échantillonnage,IE000L2TO2T2
C6E.PA,Amundi STOXX Europe 600 ESG UCITS ETF DR EUR (C),"0,18%",Capitalisation,Réplication complète,LU1681040223
INAA.SW,iShares MSCI North America UCITS ETF,"0,40%",Distribution,Réplication complète,IE00B14X4M10
LG9.SI,Xtrackers MSCI China UCITS ETF 1C,"0,65%",Capitalisation,Réplication complète,LU0514695690
XUTC.L,Xtrackers MSCI USA Information Technology UCITS ETF 1D,"0,12%",Distribution,Réplication complète,IE00BGQYRS42
CH1114873776.SG,21Shares Solana Staking ETP,"2,50%",Capitalisation,Physiquement garanti,CH1114873776
LU2197908721.SG,Amundi Nasdaq-100 II UCITS ETF Dist,"0,22%",Distribution,Basée sur swap non financé,LU2197908721
CBSEUA.SW,UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF EUR acc,"0,13%",Capitalisation,Échantillonnage,LU1484799843
ESIF.L,iShares MSCI Europe Financials Sector UCITS ETF EUR (Acc),"0,18%",Capitalisation,Réplication complète,IE00BMW42306
SXLK.L,SPDR S&P U.S. Technology Select Sector UCITS ETF USD,"0,15%",Capitalisation,Réplication complète,IE00BWBXM948
UC04.L,UBS Core MSCI USA UCITS ETF USD dis,"0,06%",Distribution,Réplication complète,IE00B77D4428
CRPH.IL,iShares Global Corporate Bond EUR Hedged UCITS ETF (Dist),"0,25%",Distribution,Échantillonnage,IE00B9M6SJ31
IDTL.L,iShares USD Treasury Bond 20+yr UCITS ETF USD (Dist),"0,07%",Distribution,Échantillonnage,IE00BSKRJZ44
EEXF.L,iShares EUR Corporate Bond ex-Financials UCITS ETF EUR (Dist),"0,20%",Distribution,Échantillonnage,IE00B4L5ZG21
CRPX.L,Amundi EUR Corporate Bond Climate Paris Aligned UCITS ETF Acc,"0,14%",Capitalisation,Échantillonnage,LU1829219127
CEBZ.DE,iShares Core MSCI Europe UCITS ETF EUR (Acc),"0,12%",Capitalisation,Échantillonnage optimisé,IE000MAO75G5
IDVY.SW,iShares Euro Dividend UCITS ETF,"0,40%",Distribution,Réplication complète,IE00B0M62S72
MTI.PA,Amundi Euro Government Inflation-Linked Bond UCITS ETF Acc,"0,09%",Capitalisation,Réplication complète,LU1650491282
IE000I8KRLL9.SG,iShares MSCI Global Semiconductors UCITS ETF USD (Acc),"0,35%",Capitalisation,Réplication complète,IE000I8KRLL9
ENAM.MI,BNP Paribas Easy MSCI USA Min TE UCITS ETF,"0,16%",Capitalisation,Réplication complète,LU1291104575
AASI.PA,Amundi MSCI Emerging Markets Asia UCITS ETF EUR (C),"0,20%",Capitalisation,Basée sur swap non financé,LU1681044480
QDVX.DE,iShares MSCI Europe Quality Dividend Advanced UCITS ETF EUR (Dist),"0,28%",Distribution,Échantillonnage optimisé,IE00BYYHSM20
XUTD.L,Xtrackers II US Treasuries UCITS ETF 1D,"0,06%",Distribution,Échantillonnage,LU0429459356
0E5H.IL,Xtrackers II US Treasuries UCITS ETF 2D - EUR Hedged,"0,10%",Distribution,Échantillonnage,LU1399300455
VHYA.L,Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,"0,29%",Capitalisation,Échantillonnage optimisé,IE00BK5BR626
FUSD.DE,Fidelity US Quality Income UCITS ETF,"0,25%",Distribution,Réplication complète,IE00BYXVGX24
GOVH.PA,Amundi Index J.P. Morgan GBI Government Bond Global UCITS ETF DR EUR Hedged,"0,22%",Capitalisation,Échantillonnage,LU1708330235
PRIC.L,Amundi EUR Corporate Bond UCITS ETF DR EUR (D),"0,07%",Distribution,Échantillonnage,LU1931975079
MTE.PA,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU1650489385
UIMP.DE,UBS MSCI USA Socially Responsible UCITS ETF USD dis,"0,22%",Distribution,Réplication complète,LU0629460089
VJPA.DE,Vanguard FTSE Japan UCITS ETF Accumulating,"0,15%",Capitalisation,Réplication complète,IE00BFMXYX26
IEX5.IL,iShares EUR Corporate Bond ex-Financials 1-5yr ESG SRI UCITS ETF EUR (Dist),"0,20%",Distribution,Échantillonnage,IE00B4L5ZY03
SADM.DE,Amundi MSCI Emerging ESG Leaders - UCITS ETF DR (C),"0,18%",Capitalisation,Réplication complète,LU2109787551
CIBR.L,First Trust Nasdaq Cybersecurity UCITS ETF Acc,"0,60%",Capitalisation,Réplication complète,IE00BF16M727
LYMD.DE,Amundi MSCI India II UCITS ETF EUR Acc,"0,85%",Capitalisation,Basée sur swap non financé,FR0010361683
PRIR.L,Amundi Prime Euro Govies UCITS ETF DR (D),"0,05%",Distribution,Échantillonnage,LU1931975152
USCP.DE,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (EUR),"0,65%",Capitalisation,Basée sur swap,LU1079841273
XY4P.DE,Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1C,"0,15%",Capitalisation,Échantillonnage,LU0524480265
