Ticker,Nom du fonds,Frais,Distribution,Réplication,ISIN,Annualised_Tracking_Difference
TPXH.PA,Amundi Japan Topix UCITS ETF Daily Hedged EUR (C),"0,48%",Capitalisation,Basée sur swap non financé,LU1681037864,-2.783
AM3A.PA,Amundi Government Bond Highest Rated Euro Investment Grade UCITS ETF EUR (C),"0,14%",Capitalisation,Échantillonnage,LU1681046691,-0.174
LU2297533809.SG,Amundi Index US Corporate SRI UCITS ETF DR Hedged EUR (D),"0,18%",Distribution,Réplication complète,LU2297533809,-0.061
CN1.PA,Amundi MSCI Nordic UCITS ETF EUR (C),"0,25%",Capitalisation,Réplication complète,LU1681044647,0.221
SADA.L,Amundi MSCI EM Asia SRI Climate Paris Aligned UCITS ETF DR (D),"0,25%",Distribution,Réplication complète,LU2300294589,-0.578
CD8.PA,Amundi ETF MSCI EMU High Dividend UCITS ETF EUR,"0,30%",Capitalisation,Réplication complète,FR0010717090,0.288
US10.PA,Amundi US Treasury Bond Long Dated UCITS ETF Dist,"0,06%",Distribution,Réplication complète,LU1407890620,-0.071
CD9.PA,Amundi MSCI Europe High Dividend Factor UCITS ETF EUR (C),"0,23%",Capitalisation,Basée sur swap non financé,LU1681041973,0.116
WEBN.DE,Amundi Prime All Country World UCITS ETF Acc,"0,07%",Capitalisation,Réplication complète,IE0003XJA0J9,-0.092
CJ1.PA,Amundi MSCI Japan ESG Broad Transition UCITS ETF EUR Acc,"0,15%",Capitalisation,Réplication complète,LU1602144732,-0.611
LU2233156749.SG,Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR (C),"0,18%",Capitalisation,Réplication complète,LU2233156749,-0.272
VAL.PA,Amundi MSCI EMU Value Factor UCITS ETF Dist,"0,40%",Distribution,Réplication complète,LU1598690169,0.641
GRE.PA,Amundi MSCI Greece UCITS ETF Dist,"0,45%",Distribution,Basée sur swap non financé,FR0010405431,-2.665
PABZ.PA,Amundi MSCI EMU Climate Paris Aligned UCITS ETF Acc,"0,15%",Capitalisation,Réplication complète,LU2182388582,0.457
LU2611731667.SG,Amundi MDAX ESG UCITS ETF Dist,"0,30%",Distribution,Réplication complète,LU2611731667,-0.448
ACWL.L,Amundi MSCI All Country World UCITS ETF USD Acc,"0,45%",Capitalisation,Basée sur swap non financé,LU1829220133,-0.479
CU9.PA,Amundi ETF MSCI Europe Ex EMU ESG Leaders UCITS ETF,"0,30%",Capitalisation,Réplication complète,FR0010821819,-0.538
LU1220245556.SG,Amundi MSCI Pacific Ex Japan UCITS ETF Dist,"0,12%",Distribution,Réplication complète,LU1220245556,-0.271
IND.PA,Amundi STOXX Europe 600 Industrials UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834987890,-1.534
LU2109787635.SG,Amundi MSCI EMU SRI Climate Paris Aligned UCITS ETF DR (C),"0,18%",Capitalisation,Réplication complète,LU2109787635,1.431
PCEU.PA,Amundi ETF PEA MSCI Europe UCITS ETF,"0,15%",Capitalisation,Basée sur swap non financé,FR0013412038,0.145
YIEL.PA,Amundi EUR High Yield Corporate Bond ESG UCITS ETF Dist,"0,25%",Distribution,Échantillonnage,LU1812090543,-0.948
IE0006FM6MI8.SG,Amundi S&P Global Health Care ESG UCITS ETF DR EUR (A),"0,18%",Capitalisation,Réplication complète,IE0006FM6MI8,0.06
ELCR.PA,Amundi MSCI Smart Mobility UCITS ETF Acc,"0,45%",Capitalisation,Réplication complète,LU2023679090,0.002
TPXU.L,Amundi Japan Topix UCITS ETF JPY,"0,20%",Capitalisation,Basée sur swap non financé,LU1681037781,-1.494
RIO.PA,Amundi MSCI Brazil UCITS ETF Acc,"0,65%",Capitalisation,Basée sur swap non financé,LU1900066207,-1.187
UESG.MI,Amundi MSCI USA ESG Leaders Extra UCITS ETF DR - USD (D),"0,15%",Distribution,Réplication complète,IE0008TKP6O7,-0.4
MWOS.DE,Amundi MSCI World ESG Leaders UCITS ETF Hedged EUR Acc,"0,20%",Capitalisation,Réplication complète,IE0004CIQ1O4,0.183
P500H.PA,Amundi PEA S&P 500 Screened UCITS ETF EUR Hedged Acc,"0,28%",Capitalisation,Basée sur swap non financé,FR0013412293,-0.41
PRUK.L,Amundi Prime UK Mid and Small Cap UCITS ETF DR GBP (D),"0,05%",Distribution,Réplication complète,LU2182388152,-0.142
GCSG.L,Amundi Global Corporate SRI 1-5Y UCITS ETF DR Hedged GBP (C),"0,15%",Capitalisation,Échantillonnage,LU2382233182,-0.194
MD4X.DE,Amundi MDAX UCITS ETF Dist,"0,20%",Distribution,Basée sur swap non financé,FR0011857234,-0.679
LU2269164310.SG,Amundi MSCI Japan SRI Climate Paris Aligned UCITS ETF DR - EUR Hedged (C),"0,20%",Capitalisation,Réplication complète,LU2269164310,-0.954
IE000J0LN0R5.SG,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR EUR (A),"0,18%",Capitalisation,Réplication complète,IE000J0LN0R5,0.361
LU2300294746.SG,Amundi MSCI Japan ESG Broad Transition UCITS ETF Dist,"0,15%",Distribution,Réplication complète,LU2300294746,-0.323
LYKRW.SW,Amundi MSCI Korea UCITS ETF Acc,"0,45%",Capitalisation,Basée sur swap non financé,LU1900066975,-1.17
AEMU.L,Amundi Index MSCI Emerging Markets UCITS ETF DR - USD (D),"0,18%",Distribution,Réplication complète,LU2277591868,-0.148
GAGU.AS,Amundi Global Aggregate Bond UCITS ETF DR (C),"0,10%",Capitalisation,Échantillonnage,LU1437024729,-0.136
HYS.MI,Amundi EUR Short Term High Yield Corporate Bond ESG UCITS ETF Dist,"0,30%",Distribution,Échantillonnage,LU1617164998,0.16
LU2611732632.SG,Amundi DJ Switzerland Titans 30 UCITS ETF Dist,"0,25%",Distribution,Réplication complète,LU2611732632,-0.444
AFLE.PA,Amundi Floating Rate USD Corporate ESG UCITS ETF EUR Hedged (C),"0,20%",Capitalisation,Échantillonnage,LU1681041031,-0.285
IE000ZIJ5B20.SG,Amundi S&P Global Consumer Staples ESG UCITS ETF DR EUR (A),"0,18%",Capitalisation,Réplication complète,IE000ZIJ5B20,0.04
CI2.PA,Amundi MSCI India UCITS ETF EUR (C),"0,80%",Capitalisation,Basée sur swap non financé,LU1681043086,-3.315
CBMPUS.SW,Amundi MSCI Pacific ESG Broad Transition UCITS ETF Dist,"0,45%",Distribution,Réplication complète,LU2572257397,-0.591
LU2182388749.SG,Amundi US Treasury Bond 0-1Y UCITS ETF EUR Hedged Acc,"0,07%",Capitalisation,Échantillonnage,LU2182388749,-0.066
LU2611732475.SG,Amundi SDAX UCITS ETF Dist,"0,70%",Distribution,Réplication complète,LU2611732475,-2.115
TNO.MI,Amundi STOXX Europe 600 Technology UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834988518,-0.428
LYPD.DE,Amundi MSCI World Financials UCITS ETF EUR Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU0533032859,-0.292
CS1.PA,Amundi IBEX 35 UCITS ETF Acc,"0,30%",Capitalisation,Réplication complète,FR0010655746,0.768
IE000XLJ2JQ9.SG,Amundi S&P SmallCap 600 Screened UCITS ETF Dist,"0,35%",Distribution,Réplication complète,IE000XLJ2JQ9,-0.216
JNHD.DE,Amundi MSCI Japan UCITS ETF EUR Hedged Dist,"0,20%",Distribution,Réplication complète,LU2133056387,-1.525
BTP13.MI,Amundi Italy BTP Government Bond 1-3Y UCITS ETF Dist,"0,17%",Distribution,Réplication complète,LU1598691050,-0.171
INFU.PA,Amundi US Inflation Expectations 10Y UCITS ETF Acc,"0,25%",Capitalisation,Basée sur swap non financé,LU1390062831,-0.487
MIVA.DE,Amundi MSCI Europe Minimum Volatility Factor UCITS ETF EUR (C),"0,23%",Capitalisation,Basée sur swap non financé,LU1681041627,0.023
UNIC.L,Amundi MSCI Disruptive Technology UCITS ETF Acc,"0,45%",Capitalisation,Réplication complète,LU2023678282,-1.086
DIGE.L,Amundi MSCI Digital Economy UCITS ETF Acc,"0,45%",Capitalisation,Réplication complète,LU2023678878,-0.761
PSPH.PA,Amundi PEA S&P 500 UCITS ETF EUR Hedged Acc,"0,12%",Capitalisation,Basée sur swap non financé,FR0011871136,0.11
FMI.PA,Amundi Italy MIB ESG UCITS ETF,"0,18%",Capitalisation,Réplication complète,LU1681037518,0.144
CU2U.L,Amundi PEA MSCI USA ESG Leaders UCITS ETF USD,"0,35%",Capitalisation,Réplication complète,LU1681042948,-0.178
LHKG.DE,Amundi MSCI China ESG Selection Extra UCITS ETF Dist,"0,65%",Distribution,Réplication complète,LU1900067940,-0.856
UBBB.MI,Amundi Global Corporate SRI 1-5Y UCITS ETF DR (C),"0,20%",Capitalisation,Échantillonnage,LU1525418726,-0.285
AGEB.PA,Amundi J.P. Morgan USD Emerging Markets Bond UCITS ETF Acc,"0,25%",Capitalisation,Échantillonnage,LU1681041205,-0.454
LU1954152853.SG,Amundi Nasdaq-100 II UCITS ETF EUR Hedged Acc,"0,27%",Capitalisation,Basée sur swap non financé,LU1954152853,-0.367
RS2U.PA,Amundi Russell 2000 UCITS ETF USD,"0,35%",Capitalisation,Basée sur swap non financé,LU1681038839,-0.005
INFL.L,Amundi Euro Inflation Expectations 2-10Y UCITS ETF Acc,"0,25%",Capitalisation,Basée sur swap non financé,LU1390062245,-0.464
PRIG.L,Amundi Prime Global Government Bond UCITS ETF Dist,"0,05%",Distribution,Échantillonnage,LU1931975236,-0.018
CNAL.L,Amundi MSCI China A UCITS ETF Acc,"0,35%",Capitalisation,Réplication complète,FR0011720911,-0.035
CEUH.DE,Amundi MSCI Europe ESG Broad Transition UCITS ETF EUR Hedged Acc,"0,14%",Capitalisation,Réplication complète,LU2873560481,0.293
LU2059756598.SG,Amundi MSCI Europe SRI Climate Paris Aligned UCITS ETF DR (D),"0,18%",Distribution,Réplication complète,LU2059756598,0.227
ISRA.PA,Amundi Label ISR Actions Europe UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,FR001400SDI8,-3.696
CMUD.PA,Amundi MSCI EMU ESG Leaders Select UCITS ETF DR EUR (D),"0,25%",Distribution,Réplication complète,LU2059756325,0.538
LU3038520774.SG,Amundi Stoxx Europe Defense UCITS ETF Acc,"0,35%",Capitalisation,Réplication complète,LU3038520774,-0.3
MCEU.PA,Amundi MSCI Europe Momentum Factor UCITS ETF EUR (C),"0,23%",Capitalisation,Basée sur swap non financé,LU1681041460,-0.259
U13G.L,Amundi US Treasury Bond 1-3Y UCITS ETF Dist,"0,06%",Distribution,Réplication complète,LU1407887162,-0.097
AWAT.PA,Amundi PEA Eau (MSCI Water) UCITS ETF Capi,"0,60%",Capitalisation,Basée sur swap non financé,FR0011882364,-1.935
AHYL.DE,Amundi PEA Dow Jones Industrial Average UCITS ETF Dist,"0,45%",Distribution,Basée sur swap non financé,LU2572256662,-0.151
PRAE.DE,Amundi Prime Europe UCITS ETF DR (C),"0,05%",Capitalisation,Réplication complète,LU2089238039,0.456
HYC.MI,Amundi EUR High Yield Corporate Bond ESG UCITS ETF Acc,"0,25%",Capitalisation,Échantillonnage,LU2346257210,-0.618
USIG.L,Amundi USD Corporate Bond Climate Paris Aligned UCITS ETF Dist,"0,14%",Distribution,Échantillonnage,LU1285959703,-0.203
LU2439733507.SG,Amundi Global Aggregate SRI UCITS ETF DR Hedged EUR (C),"0,16%",Capitalisation,Échantillonnage,LU2439733507,-0.252
PINR.PA,Amundi PEA Inde (MSCI India) UCITS ETF Acc,"0,85%",Capitalisation,Basée sur swap non financé,FR0011869320,-3.587
LU2300295123.SG,Amundi Prime Emerging Markets UCITS ETF DR (C),"0,10%",Capitalisation,Réplication complète,LU2300295123,-0.12
LYLEM.SW,Amundi MSCI Emerging Markets III UCITS ETF USD Acc,"0,55%",Capitalisation,Basée sur swap non financé,FR0010435297,-1.007
LYPU.DE,Amundi Australia S&P/ASX 200 UCITS ETF Dist,"0,40%",Distribution,Basée sur swap non financé,LU0496786905,-0.604
LU2611732129.SG,Amundi F.A.Z. 100 UCITS ETF Dist,"0,15%",Distribution,Réplication complète,LU2611732129,3.692
CNEU.L,Amundi MSCI China ESG Leaders Select UCITS ETF DR (C),"0,35%",Capitalisation,Réplication complète,LU2343997487,-0.405
WATC.SW,Amundi MSCI Water UCITS ETF Acc,"0,60%",Capitalisation,Réplication complète,FR0014002CH1,-0.906
FR0014003FW1.SG,Amundi MSCI World Climate Paris Aligned Umweltzeichen UCITS ETF,"0,25%",Capitalisation,Réplication complète,FR0014003FW1,-0.326
U10C.L,Amundi US Treasury Bond Long Dated UCITS ETF Acc,"0,06%",Capitalisation,Réplication complète,LU1407890547,-0.034
LBRE.DE,Amundi STOXX Europe 600 Basic Resources UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834983550,-0.386
WELB.DE,Amundi MSCI ACWI SRI Climate Paris Aligned UCITS ETF DR - USD,"0,20%",Capitalisation,Réplication complète,IE0000ZVYDH0,-0.011
B8TQ.DE,Amundi Global Government Inflation-Linked Bond 1-10Y UCITS ETF EUR Hedged Dist,"0,20%",Distribution,Échantillonnage,LU1910940268,-0.213
EQSP.DE,Amundi S&P 500 Equal Weight UCITS ETF Acc,"0,12%",Capitalisation,Basée sur swap non financé,LU2991918421,0.3
INS.PA,Amundi STOXX Europe 600 Insurance UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834987973,0.419
CEM.PA,Amundi MSCI Europe Small Cap ESG Broad Transition UCITS ETF Acc,"0,23%",Capitalisation,Réplication complète,LU1681041544,0.14
ENRG.PA,Amundi STOXX Europe 600 Energy ESG Screened UCITS ETF Acc,"0,30%",Capitalisation,Réplication complète,LU1834988278,0.308
TUR.PA,Amundi MSCI Turkey UCITS ETF Acc,"0,45%",Capitalisation,Basée sur swap non financé,LU1900067601,-0.162
LU2572257470.SG,Amundi MSCI Europe Small Cap ESG Broad Transition UCITS ETF Dist,"0,23%",Distribution,Réplication complète,LU2572257470,0.058
FEDG.L,Amundi USD Fed Funds Rate UCITS ETF Acc,"0,10%",Capitalisation,Basée sur swap non financé,LU1233598447,-0.123
PDJE.PA,Amundi PEA S&P US Industrials Screened UCITS ETF Acc,"0,50%",Capitalisation,Basée sur swap non financé,FR0011869270,-0.594
USYH.MI,Amundi USD High Yield Corporate Bond ESG UCITS ETF EUR HEDGED Dist,"0,30%",Distribution,Échantillonnage,LU1435356495,-0.788
C051.DE,Amundi Euro Stoxx Select Dividend 30 UCITS ETF Dist,"0,25%",Distribution,Réplication complète,LU2611732558,0.763
ISRU.PA,Amundi Label ISR Actions USA UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,FR001400SDN8,0.77
MATW.MI,Amundi S&P Global Materials ESG UCITS ETF DR EUR (A),"0,18%",Capitalisation,Réplication complète,IE000FCGBU62,0.074
ISRM.PA,Amundi Label ISR Actions Monde UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,FR001400SDM0,-0.639
US71.L,Amundi US Treasury Bond 7-10Y UCITS ETF Dist,"0,06%",Distribution,Réplication complète,LU1407888053,-0.068
US37.PA,Amundi US Treasury Bond 3-7Y UCITS ETF Dist,"0,06%",Distribution,Réplication complète,LU1407888996,-0.084
PRAZ.DE,Amundi Prime Eurozone UCITS ETF DR (C),"0,05%",Capitalisation,Réplication complète,LU2089238112,0.851
LU1834985845.SG,Amundi STOXX Europe 600 Consumer Staples UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834985845,-0.345
LU2611731741.SG,Amundi DIVDAX UCITS ETF Dist,"0,25%",Distribution,Réplication complète,LU2611731741,-1.723
MIVU.PA,Amundi MSCI USA Minimum Volatility Factor UCITS ETF DR,"0,18%",Capitalisation,Basée sur swap non financé,LU1589349734,-0.207
CG9.PA,Amundi MSCI Europe Growth UCITS ETF - EUR (C),"0,35%",Capitalisation,Réplication complète,LU1681042435,-0.684
UTI.MI,Amundi STOXX Europe 600 Utilities UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834988864,0.403
SGQI.PA,Amundi Global Equity Quality Income UCITS ETF Dist,"0,45%",Distribution,Basée sur swap non financé,LU0832436512,-0.965
LGWT.DE,Amundi MSCI Europe Growth UCITS ETF Dist,"0,35%",Distribution,Réplication complète,LU1598688189,-0.086
DAXD.SW,Amundi DAX III UCITS ETF Dist,"0,15%",Distribution,Réplication complète,LU2090062436,-1.046
INDO.PA,Amundi MSCI Indonesia UCITS ETF Acc,"0,45%",Capitalisation,Basée sur swap non financé,LU1900065811,-0.547
GAGH.PA,Amundi Global Aggregate Bond UCITS ETF DR - EUR Hedged (C),"0,10%",Capitalisation,Échantillonnage,LU1708330318,-0.185
INDA.DE,Amundi STOXX Europe 600 Banks UCITS ETF Dist,"0,30%",Distribution,Basée sur swap non financé,LU2082996112,1.097
X1GD.PA,Amundi Government Bond Lowest Rated Euro Investment Grade UCITS ETF EUR (D),"0,14%",Distribution,Échantillonnage,LU1681046857,-0.209
HYBB.PA,Amundi Euro High Yield Bond ESG UCITS ETF Dist,"0,35%",Distribution,Échantillonnage,LU1215415214,-0.123
LYHLTW.SW,Amundi MSCI World Health Care UCITS ETF USD Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU0533033311,-0.522
LMWE.DE,Amundi FTSE EPRA NAREIT Global Developed UCITS ETF Dist,"0,45%",Distribution,Basée sur swap non financé,LU1832418773,-0.507
CBEF.MI,Amundi EUR Corporate Bond ex-Financials ESG UCITS ETF Acc,"0,14%",Capitalisation,Échantillonnage,LU1829218822,-0.253
CI2U.L,Amundi MSCI India UCITS ETF USD,"0,80%",Capitalisation,Basée sur swap non financé,LU1681043169,-3.228
PTPXE.PA,Amundi ETF PEA Japan Topix UCITS ETF,"0,20%",Capitalisation,Basée sur swap non financé,FR0013411980,-0.966
PAEJ.PA,Amundi PEA Asie Pacifique (MSCI AC Asia Pacific Ex Japan) UCITS ETF Acc,"0,60%",Capitalisation,Basée sur swap non financé,FR0011869312,-1.46
GILI.L,Amundi UK Government Inflation-Linked Bond UCITS ETF Dist,"0,07%",Distribution,Échantillonnage,LU1407893301,-0.088
X13G.PA,Amundi Government Bond Lowest Rated Euro Investment Grade 1-3 UCITS ETF DR EUR (C),"0,14%",Capitalisation,Réplication complète,LU1681046345,-0.183
ANRJ.PA,Amundi Global Hydrogen UCITS ETF Acc,"0,45%",Capitalisation,Réplication complète,FR0010930644,0.595
ESGH.PA,Amundi MSCI Europe ESG Selection UCITS ETF EUR Hedged Acc,"0,25%",Capitalisation,Réplication complète,LU1940199984,0.052
GAHU.PA,Amundi Global Aggregate Bond UCITS ETF DR - USD Hedged (C),"0,10%",Capitalisation,Échantillonnage,LU1778293313,-0.293
COMH.MI,Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF EUR Hedged Acc,"0,35%",Capitalisation,Basée sur swap non financé,LU1900069219,-0.791
LU2037748345.SG,Amundi MSCI Smart Cities UCITS ETF - Acc,"0,35%",Capitalisation,Réplication complète,LU2037748345,-0.894
PRAP.DE,Amundi USD Corporate Bond UCITS ETF Acc,"0,07%",Capitalisation,Échantillonnage,LU2089239276,0.32
EHLT.DE,Amundi STOXX Europe 600 Healthcare UCITS ETF Dist,"0,30%",Distribution,Basée sur swap non financé,LU2082997516,-0.207
PASI.PA,Amundi PEA Chine (MSCI China) Screened UCITS ETF Acc,"0,65%",Capitalisation,Basée sur swap non financé,FR0011871078,-0.763
LEMB.L,Amundi J.P. Morgan USD Emerging Markets Bond UCITS ETF Dist,"0,25%",Distribution,Échantillonnage,LU1686830909,-1.499
FTSE.PA,Amundi MSCI UK IMI SRI Climate Paris Aligned UCITS ETF - GBP (C),"0,18%",Capitalisation,Réplication complète,LU1437025296,1.607
JPNH.PA,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,"0,45%",Distribution,Réplication complète,FR0011475078,-2.765
ALAU.L,Amundi MSCI Emerging Markets Latin America UCITS ETF USD,"0,20%",Capitalisation,Basée sur swap non financé,LU1681045297,-0.528
CC1.PA,Amundi MSCI China Tech UCITS ETF EUR Acc,"0,55%",Capitalisation,Réplication complète,LU1681043912,-1.206
USHY.PA,Amundi USD High Yield Corporate Bond ESG UCITS ETF Dist,"0,25%",Distribution,Échantillonnage,LU1435356149,-0.834
TRV.PA,Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1834988781,-0.498
JPHE.PA,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged EUR (C),"0,18%",Capitalisation,Basée sur swap non financé,LU1681039134,-0.932
JPHU.PA,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged USD,"0,18%",Capitalisation,Basée sur swap non financé,LU1681039217,-1.078
LU2090063327.SG,Amundi MSCI Semiconductors UCITS ETF Dist,"0,35%",Distribution,Réplication complète,LU2090063327,-12.88
WEXF.DE,Amundi MSCI World Ex USA UCITS ETF Dist,"0,15%",Distribution,Réplication complète,IE0009BI8Z04,0.073
LUXU.PA,Amundi ETF S&P Global Luxury UCITS ETF USD,"0,25%",Capitalisation,Basée sur swap non financé,LU1681048713,-1.417
10AJ.DE,Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR EUR (D),"0,24%",Distribution,Réplication complète,LU1737652823,-0.092
MSEX.L,Amundi EURO STOXX 50 II UCITS ETF GBP Hedged Acc,"0,20%",Capitalisation,Réplication complète,FR0012399772,0.367
PR1P.DE,Amundi USD Corporate Bond UCITS ETF Dist,"0,07%",Distribution,Échantillonnage,LU2037749152,0.05
LU1650492256.SG,Amundi FTSE 100 UCITS ETF Dist,"0,14%",Distribution,Basée sur swap non financé,LU1650492256,-0.332
LU2402389261.SG,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned UCITS ETF DR - EUR (D),"0,45%",Distribution,Réplication complète,LU2402389261,-0.417
100H.PA,Amundi FTSE 100 UCITS ETF EUR Hedged Acc,"0,30%",Capitalisation,Basée sur swap non financé,LU1650492330,-0.902
ISUH.PA,Amundi Label ISR Actions USA UCITS ETF EUR Hedged Acc,"0,22%",Capitalisation,Réplication complète,FR001400SDO6,0.579
MA35.PA,Amundi Euro Highest Rated Macro-Weighted Government Bond 3-5Y UCITS ETF Acc,"0,17%",Capitalisation,Réplication complète,LU1829219713,-0.133
IE000GEHNQU9.SG,Amundi S&P Global Information Technology ESG UCITS ETF DR EUR (D),"0,18%",Distribution,Réplication complète,IE000GEHNQU9,-0.109
EPRE.PA,Amundi FTSE EPRA Europe Real Estate UCITS ETF EUR (C),"0,30%",Capitalisation,Basée sur swap non financé,LU1681039480,-0.103
GENY.L,Amundi MSCI Millennials UCITS ETF Acc,"0,45%",Capitalisation,Réplication complète,LU2023678449,-0.097
ELLE.PA,Amundi Global Gender Equality UCITS ETF Acc,"0,20%",Capitalisation,Réplication complète,LU1691909508,0.05
USIH.PA,Amundi USD Corporate Bond Climate Paris Aligned UCITS ETF EUR Hedged Dist,"0,20%",Distribution,Échantillonnage,LU1285960032,-0.281
ISRC.PA,Amundi Label ISR Credit EUR UCITS ETF Acc,"0,25%",Capitalisation,Réplication complète,FR001400SDP3,-0.416
MWOQ.DE,Amundi S&P 500 Equal Weight ESG Leaders UCITS ETF EUR Hedged Acc,"0,20%",Capitalisation,Réplication complète,IE000M86QRT4,0.271
